	Dekker_et_al_individual1_CHX	Dekker_et_al_individual1_untreated	Dekker_et_al_individual2_CHX	Dekker_et_al_individual2_untreated	Dekker_et_al_individual3_CHX	Dekker_et_al_individual3_untreated	Dekker_et_al_individual4_CHX	Dekker_et_al_individual4_untreated	Dekker_et_al_individual5_CHX	Dekker_et_al_individual5_untreated	Dekker_et_al_individual6_CHX	Dekker_et_al_individual6_untreated	Dekker_et_al_individual7_CHX	Dekker_et_al_individual7_untreated	Dekker_et_al_individual8_CHX	Dekker_et_al_individual8_untreated	Dekker_et_al_individual9_CHX	Dekker_et_al_individual9_untreated
chr1_220863704_220872495_C1orf115	218	21	119	92	40	508	536	214	432	42	91	745	102	324	192	292	36	46
chr1_220921663_220958157_MTARC2	295	330	218	825	753	381	249	52	272	619	214	296	278	274	241	280	326	344
chr1_220960254_220993001_MTARC1	89	68	219	131	25	159	43	100	39	60	12	43	88	87	45	45	0	75
chr1_220997612_220999405_RNU6ATAC35P	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0
chr1_221002596_221005771_LINC01352	24	18	129	41	13	10	29	31	26	51	21	99	75	50	45	34	59	59
chr1_221006104_221053482_HLX-AS1	89	98	275	269	457	277	706	755	2813	790	281	177	696	181	85	58	206	573
chr1_221052784_221058401_HLX	2707	4205	661	978	5365	816	552	835	859	256	2919	1642	254	314	8888	1668	248	2740
chr1_221503269_221509638_LINC02817	6	91	110	2	237	280	10	6	6	6	4	37	64	241	1	14	84	4
chr1_221874761_221915518_DUSP10	706	675	447	1896	450	1640	750	834	329	2878	1466	1456	376	228	830	2579	705	441
chr1_222001007_222014008_LINC01655	2	6	0	13	28	30	0	1	4	2	0	122	1	30	5	4	0	107
chr1_222086986_222151862_LINC02257	1	40	3	42	4	5	17	6	12	0	3	2	2	83	9	0	14	0
chr1_222139751_222158306_LINC02474	2	7	1	1	0	13	2	12	0	3	0	0	0	1	0	0	0	1
chr1_222638346_222638419_TRT-TGT2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_222695605_222721446_HHIPL2	35	28	44	10	80	45	26	82	32	0	22	27	13	20	4	24	38	31
chr1_222731243_222763275_TAF1A	338	897	1952	286	301	235	640	170	690	261	218	1290	1118	247	1232	493	351	93
chr1_222763261_222765975_TAF1A-AS1	30	23	25	12	9	118	19	29	35	55	77	22	24	7	38	20	19	90
chr1_222791438_222841354_MIA3	301	7425	5936	1119	2891	4234	4470	5760	1804	6340	4962	3287	2569	4066	5482	3172	5350	3361
chr1_222841354_222885833_AIDA	280	522	6459	1242	9794	4933	2658	9693	1521	1270	2958	5589	2691	3477	4399	4922	6885	3243
chr1_222885894_222908538_BROX	189	3040	2696	560	2430	2487	2900	2397	3769	4867	3138	1651	2786	2255	2644	2891	2604	1558
chr1_222910557_222924147_FAM177B	0	3	1	0	0	9	2	3	2	0	1	3	4	0	2	2	4	0
chr1_222988380_223179337_DISP1	189	306	321	552	473	208	584	183	426	132	386	507	102	150	306	667	419	376
chr1_223282745_223316590_TLR5	40	10	22	30	12	14	2	0	6	23	35	17	20	3	9	25	8	8
chr1_223394172_223537518_SUSD4	105	5	121	548	8	596	10	8	18	563	345	238	358	498	110	12	18	5
chr1_223566756_223568807_CCDC185	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_223714978_223853403_CAPN8	1210	145	691	756	227	505	411	82	394	410	312	143	175	386	258	151	349	518
chr1_223889294_223963720_CAPN2	18752	20719	24753	28775	25089	34902	29034	38048	28286	30549	10795	13471	18279	12299	9034	21396	32279	1854
chr1_223967594_224033674_TP53BP2	14819	1665	13601	7544	3001	6534	1333	12595	3605	1923	1948	2911	25511	29527	2515	9539	3170	28510
chr1_224138967_224180346_GTF2IP20	1231	903	283	719	631	763	424	1367	1225	2140	314	391	471	83	284	546	651	414
chr1_224180431_224221561_LOC100287497	146	259	189	106	491	284	411	761	470	659	40	490	400	562	480	395	583	204
chr1_224301812_224349749_FBXO28	3134	2555	657	7016	9536	3310	1385	2530	4453	5570	10623	6779	10053	1958	2564	3002	1428	1869
chr1_224370941_224381143_DEGS1	5314	9628	4511	4208	11169	6889	7302	6018	2969	3263	4224	538	2560	6106	3353	5767	6196	8644
chr1_224396448_224400981_LOC101927143	7	0	2	10	5	3	25	0	14	4	16	18	4	4	4	0	16	23
chr1_224407314_224415745_LOC101927164	56	460	69	44	179	16	167	98	46	73	66	235	131	75	117	66	81	188
chr1_224415035_224517891_NVL	933	3998	844	635	1640	1143	3901	964	999	1264	572	2244	1376	4529	1151	182	1335	1374
chr1_224444741_224444812_MIR320B2	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0
chr1_224544580_224567154_CNIH4	454	974	2155	193	2104	1786	1767	3575	484	1505	1949	1656	473	571	885	1526	1957	366
chr1_224572844_224622499_WDR26	14900	5692	33177	15291	7521	6151	19239	4590	9819	26502	34437	5465	6265	8842	11356	13763	8254	6400
chr1_224585928_224586013_MIR4742	10	24	32	14	16	2	3	5	9	39	37	15	41	17	0	3	10	26
chr1_224622341_224928256_CNIH3	243	290	269	171	224	19	313	113	285	200	152	1083	109	296	185	593	249	393
chr1_225117355_225586988_DNAH14	190	233	204	303	197	649	37	563	171	188	235	285	467	854	350	516	185	476
chr1_225589203_225616557_LBR	1348	2595	677	817	912	1420	1687	305	73	1834	3761	594	2445	467	977	2209	2626	752
chr1_225674530_225840825_ENAH	35770	17234	30026	24221	39333	16573	32393	79595	34277	134374	27213	7126	23259	65303	35071	26902	18362	13668
chr1_225965514_225978168_SRP9	1736	3611	344	5959	3077	5043	5745	5946	3342	5516	5409	3636	6258	2757	4011	1968	2934	8856
chr1_225997775_226033264_EPHX1	2116	1284	1667	2150	1693	2210	2191	1220	1465	504	3017	5481	1077	2033	3127	97	1768	612
chr1_226033236_226070080_TMEM63A	2889	2160	1613	2068	1536	4292	1467	1466	1026	806	471	2071	867	420	733	2222	72	303
chr1_226073981_226076846_LEFTY1	1	2	5	0	0	2	3	0	0	5	0	2	0	5	0	0	0	0
chr1_226107576_226112040_PYCR2	667	1234	193	1424	1950	2687	3087	2621	3166	3190	2811	2586	2309	2474	2136	2564	2609	5594
chr1_226109779_226109842_MIR6741	10	0	1	1	2	1	1	2	0	7	0	7	4	2	2	0	0	4
chr1_226124297_226129192_LEFTY2	2	3	0	2	0	2	0	0	0	0	0	0	1	11	0	6	2	12
chr1_226170402_226187044_SDE2	2023	6304	316	1184	4441	4086	1782	1464	832	2515	1565	771	2650	7044	1288	798	3757	1613
chr1_226250416_226260913_H3-3A	7853	3733	2372	6804	3697	6937	3507	6814	5131	8533	4898	869	6856	2595	4080	7220	5541	7201
chr1_226271275_226277990_LINC01703	2	28	6	32	2	4	23	24	4	0	13	22	22	21	2	2	9	2
chr1_226332379_226374442_ACBD3	4256	3646	3939	8045	5786	3810	3145	4446	4440	5361	2497	539	5761	4876	9669	4769	8716	2365
chr1_226335703_226342678_ACBD3-AS1	1211	1448	1320	808	1339	2721	1093	159	1232	593	1724	1032	684	2320	1336	1960	1657	1694
chr1_226411364_226414761_MIXL1	0	3	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0
chr1_226418849_226497468_LIN9	323	385	153	213	310	355	275	435	601	657	843	243	357	285	337	501	260	766
chr1_226548391_226595794_PARP1	2925	4391	3705	3460	4939	7356	876	2703	280	5609	4204	2555	14978	3241	8451	3742	5258	2130
chr1_226736464_226796931_STUM	254	2	0	0	4	76	38	26	4	0	2	16	5	51	26	2	0	2
chr1_226819390_226926876_ITPKB	514	602	475	435	773	314	547	258	997	308	357	671	277	243	160	328	2155	428
chr1_226843780_226862769_ITPKB-IT1	0	0	62	118	2	9	200	0	11	0	0	126	0	4	0	211	2	101
chr1_227058272_227083804_PSEN2	456	285	55	105	941	374	392	110	309	226	21	221	268	237	208	215	135	296
chr1_227127994_227175245_COQ8A	186	879	347	653	22	452	531	808	16	337	93	38	377	818	651	271	60	561
chr1_227177558_227506193_CDC42BPA	3453	10709	6939	12017	8667	5702	2299	7100	2749	2450	3091	6013	1827	8271	9183	975	406	6119
chr1_227751256_227867370_ZNF678	97	134	459	105	83	246	264	90	81	97	230	328	117	143	93	172	269	189
chr1_227915868_227968932_SNAP47	2704	3377	4243	1189	2601	1774	2481	2400	1033	2126	1789	1942	1526	286	1579	2270	1544	2325
chr1_227918889_227923112_JMJD4	778	725	430	1451	2106	822	1160	1228	745	776	951	879	830	827	1182	399	422	194
chr1_228003417_228034171_PRSS38	1	0	2	2	1	3	0	3	1	0	0	0	2	3	0	1	2	0
chr1_228106356_228135633_WNT9A	148	270	93	275	380	515	196	303	545	311	101	477	266	357	149	398	200	427
chr1_228129290_228129384_MIR5008	2	4	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
chr1_228154711_228155621_LOC107985355	3	26	13	19	3	13	6	20	4	0	22	0	31	14	8	15	10	6
chr1_228194698_228248972_WNT3A	2	7	4	2	17	8	2	0	1	3	11	1	1	0	0	2	1	1
chr1_228261609_228264251_LINC02809	3	0	0	0	2	1	1	0	4	0	0	1	2	0	0	0	2	0
chr1_228270360_228286913_ARF1	22462	2869	11727	17868	16282	9285	20187	17394	18205	22843	15669	34930	24960	15624	24774	18838	29143	48115
chr1_228284963_228285042_MIR3620	66	7	28	14	18	37	28	32	10	25	23	44	40	27	44	48	32	41
chr1_228288431_228291026_C1orf35	356	183	705	957	69	504	425	605	748	12	134	598	1030	54	246	100	543	87
chr1_228294379_228297013_MRPL55	837	633	474	791	699	207	532	573	302	567	462	42	304	434	370	106	280	647
chr1_228327784_228336685_GUK1	5150	2603	15262	6398	7574	5245	14067	7145	10072	6820	6469	3593	7073	4934	14279	1287	7924	10183
chr1_228337630_228347527_GJC2	75	109	89	142	125	77	339	158	159	298	169	151	28	136	157	104	91	207
chr1_228351786_228353213_IBA57-DT	7	12	6	18	4	20	4	20	10	5	8	15	9	7	5	7	5	6
chr1_228353504_228369958_IBA57	548	706	909	535	845	709	344	1442	366	1861	565	815	414	1100	329	354	473	737
chr1_228391206_228401365_OBSCN-AS1	0	3	32	15	1	30	18	4	2	5	4	9	7	13	28	1	2	6
chr1_228395744_228566575_OBSCN	84	537	135	303	1009	305	538	415	332	359	11	253	172	62	39	672	312	362
chr1_228581376_228594536_TRIM11	3182	1901	2414	1475	1172	1292	1845	1006	1021	623	893	1402	2041	100	1332	1320	1080	2225
chr1_228584748_228584810_MIR6742	0	4	1	1	1	0	1	3	1	1	2	1	0	0	4	3	2	0
chr1_228595635_228604583_TRIM17	6	15	52	19	88	16	27	164	77	92	4	50	16	4	47	69	47	38
chr1_228612545_228613026_H3-4	3	0	4	0	0	0	1	0	0	0	1	0	0	6	1	2	7	4
chr1_228645064_228645560_H2AW	1172	48	155	35	3305	38	44	59	91	1154	55	341	71	243	29	184	600	354
chr1_228645807_228646259_H2BU1	0	2	26	0	0	0	13	2	2	23	0	74	36	9	11	40	49	101
chr1_228649774_228649853_MIR4666A	6	6	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	2
chr1_228675082_228683889_RNF187	1210	1412	5182	2087	4870	6412	8602	2972	2110	7197	8500	855	3327	4092	9992	259	7008	5328
chr1_228698059_228699989_BTNL10	4	6	0	0	0	0	1	0	0	2	0	0	0	0	2	7	4	0
chr1_228746012_228746133_RNA5S1	0	26	1	0	0	3	12	3	2	1	0	11	2	1	3	1	11	1
chr1_228748253_228748374_RNA5S2	0	1	1	16	0	5	4	5	0	12	0	6	3	1	0	2	0	13
chr1_228750494_228750615_RNA5S3	8	17	3	7	0	0	7	2	2	1	0	2	1	4	0	1	3	7
chr1_228752735_228752856_RNA5S4	3	0	13	3	7	4	0	6	6	2	0	0	5	2	0	1	0	0
chr1_228754976_228755097_RNA5S5	14	1	2	6	5	3	17	0	6	2	0	0	1	0	7	5	5	10
chr1_228757191_228757312_RNA5S6	0	16	10	6	13	0	5	3	2	0	8	0	5	0	1	0	2	10
chr1_228759411_228759532_RNA5S7	4	2	3	2	0	0	0	5	9	4	13	3	11	7	1	0	0	1
chr1_228761653_228761774_RNA5S8	1	6	12	1	14	2	4	2	1	0	0	4	9	3	0	1	2	1
chr1_228763892_228764013_RNA5S9	0	5	1	0	0	19	3	1	6	0	0	28	0	1	1	3	1	5
chr1_228766134_228766255_RNA5S10	4	3	7	9	5	11	0	2	2	1	1	9	0	1	2	17	17	1
chr1_228768375_228768496_RNA5S11	6	1	1	13	8	0	18	1	1	0	3	2	10	19	3	2	0	4
chr1_228770615_228770736_RNA5S12	0	2	10	3	4	2	5	1	1	2	6	7	0	2	6	8	0	19
chr1_228772840_228772961_RNA5S13	0	4	8	4	13	2	0	11	13	0	3	0	1	13	10	0	2	2
chr1_228775081_228775202_RNA5S14	2	0	2	3	2	2	1	10	11	0	1	1	3	9	0	4	10	3
chr1_228777312_228777433_RNA5S15	2	0	0	0	3	0	1	1	2	0	3	2	6	0	1	0	3	0
chr1_228779553_228779674_RNA5S16	5	0	0	0	2	0	5	9	0	2	1	0	0	6	0	7	0	9
chr1_228780393_228882416_RHOU	240	773	463	510	518	1778	631	1565	1591	685	936	325	1424	815	2804	826	266	254
chr1_228780656_228788159_DUSP5P1	299	612	59	254	593	36	51	180	183	90	472	460	490	74	190	313	231	224
chr1_228781784_228781905_RNA5S17	0	0	1	17	2	2	0	11	0	0	1	0	11	0	2	1	10	20
chr1_229392638_229406901_LOC105373159	230	65	9	219	137	47	72	258	280	268	152	194	123	188	180	18	398	285
chr1_229406808_229441641_RAB4A	1579	1734	500	36	1785	1233	200	842	227	1060	1259	354	944	1004	2497	1069	1750	738
chr1_229456761_229478794_CCSAP	539	195	404	968	118	510	482	122	461	245	14	460	154	59	847	829	771	45
chr1_229566991_229569841_ACTA1	4	0	6	2	4	6	0	0	8	4	2	0	0	0	2	2	0	10
chr1_229576005_229644088_NUP133	2365	1998	2549	946	2301	2868	1313	3590	1749	3070	3747	2102	3779	1672	3524	2425	2766	3743
chr1_229644176_229649834_LOC101927478	2	0	0	0	4	0	0	2	2	0	0	2	0	0	6	0	0	4
chr1_229652328_229694454_ABCB10	2245	174	18	1885	188	1589	1066	78	923	68	1200	32	196	51	1462	180	1282	1755
chr1_229728857_229761869_TAF5L	1059	247	1372	1302	665	520	359	1061	1774	1095	632	922	64	920	1196	1022	529	1314
chr1_229761962_229795947_URB2	802	369	1382	2619	1298	1253	608	344	777	190	597	914	574	966	337	1358	812	347
chr1_230011296_230029655_LINC01682	0	0	43	8	0	38	41	0	0	2	58	0	4	0	0	0	0	54
chr1_230138463_230142909_LINC01736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_230193535_230417868_GALNT2	17821	22603	11443	12457	23887	21264	12586	16818	10254	9283	19571	13432	7892	14935	26034	2623	30721	11782
chr1_230450235_230562078_PGBD5	30	16	59	39	247	121	903	31	50	578	10	177	133	376	109	12	201	15
chr1_230728405_230731329_LINC01737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_230778226_230829728_COG2	438	1025	708	385	53	677	536	330	949	301	967	607	1078	400	865	1479	1116	1359
chr1_230838268_230849868_AGT	6	215	35	115	36	12	27	14	28	86	0	16	10	16	24	105	70	14
chr1_230883129_230937735_CAPN9	59	22	17	27	10	22	23	15	4	40	7	49	6	15	19	20	10	13
chr1_230972864_231005337_C1orf198	7738	8564	5126	7143	8566	18726	4881	26818	12781	29883	4058	12337	9682	5528	5956	1685	27733	11719
chr1_231010591_231014761_LOC101927604	588	58	32	26	53	29	172	55	224	11	48	6	8	160	18	158	98	103
chr1_231041988_231114607_TTC13	338	115	716	493	256	752	1111	74	807	100	670	761	632	357	743	191	828	1238
chr1_231114839_231136479_ARV1	318	195	449	261	753	180	356	918	603	381	308	500	38	273	409	388	537	413
chr1_231154703_231176000_FAM89A	88	110	230	68	10	436	37	148	135	184	63	87	48	137	51	182	136	147
chr1_231155573_231155670_MIR1182	11	10	50	28	3	51	22	28	16	23	29	0	9	7	19	3	6	45
chr1_231298673_231357311_TRIM67	14	206	2	37	2	150	0	4	6	53	11	0	21	840	0	26	319	4
chr1_231319844_231323373_LOC149373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_231359510_231376921_C1orf131	389	1417	717	630	368	1886	477	708	40	979	1104	301	421	507	544	652	910	606
chr1_231376957_231413719_GNPAT	1531	1739	2121	1406	3067	1472	3119	101	2151	2734	386	1791	376	2333	2063	626	915	1770
chr1_231468498_231473598_EXOC8	905	787	1279	148	1047	1889	553	1098	752	967	1310	1684	656	1155	1067	852	703	1955
chr1_231474038_231490769_SPRTN	491	617	487	445	370	1715	558	647	639	364	520	1035	996	84	1437	1685	392	645
chr1_231499496_231560790_EGLN1	2012	5183	3609	9275	3438	7709	5278	3650	2656	2985	2869	1385	6044	1935	2155	14941	8360	4712
chr1_231611507_231612271_SNRPD2P2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
chr1_231664398_232177018_TSNAX-DISC1	1747	4250	3288	1867	1831	2104	3263	2931	2204	5413	3482	1699	1937	2144	1862	6187	7479	450
chr1_231664414_231702270_TSNAX	3187	1440	1534	1378	1639	1623	2536	3154	1732	2522	1558	1769	1710	5595	4810	412	1987	2021
chr1_231727037_231747836_LINC00582	0	0	2	1	2	6	2	2	1	0	3	0	0	1	0	0	4	2
chr1_231762535_232177018_DISC1	115	762	37	590	142	376	171	206	325	508	419	67	250	307	192	86	216	753
chr1_231950371_231954263_DISC2	21	1	3	15	14	8	32	8	7	29	38	22	5	4	11	13	12	13
chr1_232061579_232080951_DISC1-IT1	1	4	3	10	2	0	6	0	4	0	1	2	2	4	0	6	6	4
chr1_232533710_232651354_SIPA1L2	143	305	1248	734	117	963	384	473	730	143	320	750	2218	595	301	3954	469	2217
chr1_232853816_232857996_LINC01745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_232862999_232878461_LINC01744	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
chr1_232940637_232946092_MAP10	131	135	121	178	109	199	250	412	261	165	21	411	120	87	185	319	150	190
chr1_233086356_233119628_NTPCR	640	983	826	437	352	117	828	666	1402	651	821	1334	2093	927	810	1207	1671	1019
chr1_233119180_233431471_PCNX2	5049	1140	1156	4799	3589	986	5193	2573	1277	739	1105	830	1119	2025	2082	1454	717	1158
chr1_233463469_233520894_MAP3K21	20	16	10	2	25	4	22	15	22	32	6	52	12	10	6	18	11	8
chr1_233749851_233808260_KCNK1	429	413	317	150	241	210	164	245	129	1368	499	695	329	210	162	527	504	313
chr1_233759897_233759965_MIR4427	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0
chr1_234040421_234460264_SLC35F3	9	6	44	42	7	144	285	6	197	13	4	22	19	61	16	12	16	8
chr1_234442212_234442285_MIR4671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_234508552_234509339_COA6-AS1	75	64	86	99	74	14	46	44	82	66	58	68	116	62	86	234	137	145
chr1_234509201_234520826_COA6	194	264	292	254	319	330	231	413	49	482	286	807	311	361	210	284	244	280
chr1_234527058_234614925_TARBP1	1809	648	1190	442	495	1312	671	849	637	286	156	67	1184	139	643	16	159	97
chr1_234663636_234667525_LINC01354	4	44	15	100	13	124	20	20	23	28	128	55	10	22	49	20	23	16
chr1_234740014_234745271_IRF2BP2	3833	12050	7675	7550	6281	19260	6631	3800	10851	3792	15376	33609	8095	6407	9650	5708	7163	9845
chr1_234765056_234770526_LINC00184	4	49	1	24	6	11	2	0	0	1	0	0	28	2	2	16	2	2
chr1_234782034_234796670_LOC101927787	16	2	92	2	2	49	2	6	53	30	2	34	4	8	4	4	45	10
chr1_234859788_234867390_LINC01132	0	18	15	2	13	5	0	2	26	4	2	12	2	2	0	2	14	4
chr1_234893365_234895803_PP2672	0	0	0	0	1	0	1	0	4	0	0	0	0	0	5	0	0	0
chr1_235093088_235099746_LOC101927851	3	77	35	6	8	0	17	98	11	58	16	8	12	2	37	24	18	2
chr1_235272655_235292152_TOMM20	5992	5831	5401	3722	6379	671	5172	7093	9153	9435	5574	11978	8268	2290	7393	4668	11324	9754
chr1_235291117_235291252_SNORA14B	0	1	5	3	5	0	2	5	5	1	0	5	0	3	0	0	2	1
chr1_235294497_235324565_RBM34	1380	1481	1657	4451	2517	1638	3702	2595	2587	4576	1537	252	2153	2755	2167	1168	1522	4211
chr1_235330209_235491494_ARID4B	2763	15992	3726	12712	7441	15363	3141	3362	11945	6143	9812	2498	2507	6630	3297	2264	8057	7563
chr1_235353348_235353431_MIR4753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_235490530_235507847_GGPS1	2549	1906	2002	1501	3002	1806	1389	1357	1133	3744	2204	1478	4795	5359	1570	1957	4596	1943
chr1_235530674_235615756_TBCE	1997	1412	2407	1888	2156	1363	4016	1139	1728	2307	1169	2281	1725	3349	1827	261	3069	2102
chr1_235610504_235667752_B3GALNT2	1680	3885	1536	1417	2812	1921	1589	1039	1963	2664	2052	2321	1025	2720	3317	1719	2067	2135
chr1_235710984_235814054_GNG4	185	7	350	415	168	4	14	180	18	516	49	12	10	8	18	123	39	28
chr1_235824330_236047013_LYST	1180	876	1157	2286	1200	366	4936	5364	1110	650	670	1104	614	6137	4425	3567	1710	2835
chr1_236016299_236016360_MIR1537	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
chr1_236139129_236228390_NID1	12470	3109	34609	16244	14520	8359	2334	15291	5532	14961	69255	9595	11168	15191	19005	11537	489	24539
chr1_236305838_236372207_GPR137B	509	163	58	843	14	469	453	175	161	853	537	544	67	116	119	167	827	73
chr1_236378400_236445258_ERO1B	316	546	274	163	251	250	487	109	218	78	577	328	499	236	377	88	383	273
chr1_236557585_236648209_EDARADD	2	28	15	6	31	30	57	23	5	9	5	120	14	39	28	19	43	30
chr1_236681513_236716281_LGALS8	3697	2880	6057	2343	3108	4560	8713	6086	4471	1793	9643	2379	3868	2834	3345	2288	2696	2012
chr1_236686368_236687808_LGALS8-AS1	122	163	178	105	116	31	103	53	21	95	247	214	69	119	142	170	66	90
chr1_236712304_236767816_HEATR1	1892	5101	3344	4563	4136	4315	5962	3167	3114	9235	5227	5968	1841	6610	3710	4866	6863	487
chr1_236849753_236927931_ACTN2	222	12	487	94	88	18	0	14	128	2	1401	982	2	4	423	54	1639	0
chr1_236958580_237067281_MTR	3605	800	899	655	2991	926	2234	2462	173	1665	1266	1753	658	2532	4482	3028	1293	3610
chr1_237167402_237167741_MT1HL1	0	0	0	4	4	0	2	0	0	0	0	1	13	0	0	3	0	0
chr1_237205483_237997288_RYR2	3	13	27	7	188	7	27	10	19	10	1	73	237	16	70	6	105	695
chr1_237634418_237634491_MIR4428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_238025474_238091621_LOC100130331	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2	0	2	0
chr1_238045676_238054222_ZP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_238643683_238649317_LINC01139	71	112	1907	39	0	2	0	4	82	168	8	29	20	4	121	0	435	56
chr1_239549867_240078750_CHRM3	37	118	12	12	11	14	102	25	114	65	11	406	127	170	12	0	26	8
chr1_239870425_239882419_CHRM3-AS2	0	0	0	1	3	0	2	7	7	0	0	0	1	2	0	2	4	0
chr1_240061318_240063172_CHRM3-AS1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
chr1_240170823_240176560_RPS7P5	3	0	0	2	4	23	0	4	0	7	1	0	2	0	5	0	0	0
chr1_240255182_240638487_FMN2	13578	11241	20125	2627	4766	15884	1811	29317	10837	9450	4321	6665	4281	14242	6052	6600	5280	3297
chr1_240652872_240775455_GREM2	7439	544	23158	802	18300	803	29	26854	17959	11376	667	10328	30790	535	1903	14999	951	27087
chr1_240938813_241520530_RGS7	192	226	45	321	29	80	46	216	99	133	34	28	22	223	193	82	276	27
chr1_241295571_241295646_MIR3123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_241660856_241683085_FH	3412	2349	5784	3795	2888	3725	1829	2811	1330	1800	3366	2321	4722	1881	3916	2854	1105	2692
chr1_241695677_241758944_KMO	161	71	613	218	159	111	87	84	317	259	224	107	125	202	121	19	126	453
chr1_241756425_241803671_OPN3	8581	1901	1224	3697	1854	953	1189	1539	1807	2246	930	1396	3860	3001	1232	2703	1828	193
chr1_241792165_241799232_CHML	1587	157	909	1376	989	982	3086	642	738	1033	1375	2989	7048	1063	1028	1511	4499	1225
chr1_241815582_241966079_WDR64	1	2	3	0	4	0	0	25	2	10	2	4	34	4	0	5	2	37
chr1_242011492_242053241_EXO1	77	955	4	288	686	1069	1155	389	139	347	617	165	370	26	1065	412	390	490
chr1_242121068_242122364_BECN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_242158791_242162400_MAP1LC3C	19	4	3	8	0	6	6	2	8	8	3	5	5	9	4	8	10	10
chr1_242246287_242687999_PLD5	18	4	6	29	19	1	27	23	35	21	37	7	26	5	7	3	6	28
chr1_243219615_243265046_LINC01347	149	379	128	116	191	179	1013	168	227	339	246	146	96	45	276	81	627	130
chr1_243287729_243418708_CEP170	2965	8553	2166	23817	9781	14057	10426	8341	6417	9739	12412	5879	22616	23054	6874	10979	11124	19805
chr1_243419306_243663394_SDCCAG8	1529	2007	1923	867	1246	1914	1429	1616	3536	1164	2711	1371	1395	172	1139	1996	634	3196
chr1_243509477_243509557_MIR4677	1	1	0	2	0	0	1	0	2	0	2	1	1	0	0	2	0	0
chr1_243651534_244014381_AKT3	5168	5215	5489	8380	2087	4057	9249	6030	6948	6475	3125	6436	1980	6408	431	2943	4377	9530
chr1_244080703_244210619_LINC02774	212	39	73	2	0	2	7	26	25	6	0	95	0	0	78	0	16	14
chr1_244212240_244220778_ZBTB18	384	1046	1579	396	653	1270	932	2658	1006	685	129	662	366	527	1742	1341	584	1311
chr1_244515936_244552965_C1orf100	3	13	2	6	4	2	21	14	0	0	2	2	36	5	12	2	3	20
chr1_244571793_244615362_ADSS2	2946	2650	2567	1679	2095	1746	832	3411	3104	2077	3725	2745	4325	1216	5383	2021	311	1964
chr1_244624574_244803806_CATSPERE	55	92	136	56	53	54	18	126	56	77	71	68	74	95	9	75	62	50
chr1_244816427_244872335_DESI2	1606	2348	3417	3826	826	2655	3078	2907	1439	1599	2437	3431	2053	2242	2924	144	5087	797
chr1_244998607_245008365_COX20	1179	891	885	767	596	1422	2001	615	505	957	779	1124	1854	783	1325	100	415	1052
chr1_245013598_245027845_HNRNPU	17925	21638	29401	23753	36347	30720	31133	15245	32464	47340	26357	28929	76920	15708	16211	32970	53199	19719
chr1_245017388_245017519_SNORA100	1066	1265	1187	2215	677	704	96	1478	3254	871	2434	1238	1270	661	971	1621	540	1032
chr1_245128505_245134171_LOC101928068	49	141	164	77	44	112	162	123	131	54	54	51	29	54	34	63	312	77
chr1_245133170_245288530_EFCAB2	429	396	398	345	368	505	374	191	310	255	201	547	606	514	396	189	900	50
chr1_245318286_245872734_KIF26B	1026	826	392	658	3646	2363	510	177	643	219	3609	1107	802	1942	1446	30	3189	956
chr1_245369745_245397819_KIF26B-AS1	18	16	16	45	10	89	5	0	2	8	33	8	40	30	6	57	48	7
chr1_245912641_246670581_SMYD3	1093	1020	892	1243	1217	730	2200	187	1042	816	1265	85	2116	2357	2836	1312	526	423
chr1_246679340_246687589_LINC01743	0	0	0	0	1	5	0	2	0	0	0	0	0	0	0	0	0	0
chr1_246703862_246729563_TFB2M	501	935	1778	748	711	2095	804	1150	131	1565	944	620	1193	676	629	1077	1554	862
