sampleID,geneID,pValue,padjust,zScore,l2fc,rawcounts,normcounts,meanCorrected,theta,aberrant,AberrantBySample,AberrantByGene,padj_rank,sample_name,TIN_mean,link_bam,chr,start,end,gene
S8_dekker_et_al,chr12_50850353_50850569_SNORD133,0.716557212958822,1,0.79,0.41,2,3.71,2.34,1000,FALSE,5,0,9429,S8_dekker_et_al,73.41,,chr12,50850353,50850569,SNORD133
S14_dekker_et_al,chr12_51785100_51909547_SLC4A8,0.779426601764155,1,-0.25,-0.06,474,524.13,547.66,64.01,FALSE,5,0,9429,S14_dekker_et_al,73.41,,chr12,51785100,51909547,SLC4A8
S4_dekker_et_al,chr12_52463757_52471279_ATG101,0.293378424033244,1,-1.05,-0.1,3599,3268.4,3504.04,258.49,FALSE,5,0,9429,S4_dekker_et_al,73.41,,chr12,52463757,52471279,ATG101
S8_dekker_et_al,chr12_52817853_52828155_KRT75,0.523990759373187,1,0.61,0.32,10,2.4,1.57,0.43,FALSE,5,0,9429,S8_dekker_et_al,73.41,,chr12,52817853,52828155,KRT75
S6_dekker_et_al,chr12_53773959_53810230_SP1,0.311630795791208,1,1,0.05,4972,4211.28,4058.13,859.05,FALSE,5,0,9429,S6_dekker_et_al,73.41,,chr12,53773959,53810230,SP1
S10_dekker_et_al,chr12_53873452_53893242_MAP3K12,0.64286169908107,1,-0.45,-0.04,2790,2490.86,2557.06,383.73,FALSE,5,0,9429,S10_dekker_et_al,73.41,,chr12,53873452,53893242,MAP3K12
S18_dekker_et_al,chr12_53907767_53911392_LOC100652999,0.436939223566703,1,-0.73,-0.07,1389,1116.19,1169.69,366.1,FALSE,5,0,9429,S18_dekker_et_al,73.41,,chr12,53907767,53911392,LOC100652999
S16_dekker_et_al,chr12_54329111_54333427_HOXC13-AS,0.919954012518215,1,-0.65,-1.3,0,0,2.49,0.67,FALSE,5,0,9429,S16_dekker_et_al,73.41,,chr12,54329111,54333427,HOXC13-AS
S6_dekker_et_al,chr12_54410671_54449814_HOXC4,0.920004846680518,1,0.14,0,4302,4167.58,4159.14,12.17,FALSE,5,1,9429,S6_dekker_et_al,73.41,,chr12,54410671,54449814,HOXC4
S14_dekker_et_al,chr12_54656398_54672847_SCAT2,0.822067137452486,1,-0.25,-0.1,28,51.77,55.64,110.7,FALSE,5,0,9429,S14_dekker_et_al,73.41,,chr12,54656398,54672847,SCAT2
S16_dekker_et_al,chr12_54730999_54731098_MIR148B,1,1,-0.12,-0.17,0,0,0.47,1000,FALSE,5,0,9429,S16_dekker_et_al,73.41,,chr12,54730999,54731098,MIR148B
S6_dekker_et_al,chr12_56211824_56215663_ORMDL2,0.0192985739364755,1,2.27,0.17,1718,1567.7,1393.26,495.89,FALSE,5,0,9429,S6_dekker_et_al,73.41,,chr12,56211824,56215663,ORMDL2
S18_dekker_et_al,chr12_56324945_56347807_DGKA,0.623986405272049,1,-0.48,-0.08,2797,2877.79,3042.5,95.42,FALSE,5,0,9429,S18_dekker_et_al,73.41,,chr12,56324945,56347807,DGKA
S12_dekker_et_al,chr12_56556142_56583267_SMARCC2,0.0255220482758519,1,2.2,0.14,7534,6988.33,6333.23,537.91,FALSE,5,0,9429,S12_dekker_et_al,73.41,,chr12,56556142,56583267,SMARCC2
S18_dekker_et_al,chr12_56710006_56727784_PAN2,0.859073214836857,1,0.19,0.02,1428,1337.85,1321.37,165.79,FALSE,5,0,9429,S18_dekker_et_al,73.41,,chr12,56710006,56727784,PAN2
S12_dekker_et_al,chr12_57392619_57400330_ZBTB39,0.936666736854159,1,-0.07,-0.01,520,411.43,415.6,180.24,FALSE,5,0,9429,S12_dekker_et_al,73.41,,chr12,57392619,57400330,ZBTB39
S10_dekker_et_al,chr12_57482896_57489259_NAB2,0.277540473435221,1,1.08,0.17,7696,5944.68,5280.8,76.54,FALSE,5,0,9429,S10_dekker_et_al,73.41,,chr12,57482896,57489259,NAB2
S12_dekker_et_al,chr12_57489190_57505145_STAT6,0.827984934035562,1,-0.2,-0.02,15737,12235.91,12434.9,219.45,FALSE,5,0,9429,S12_dekker_et_al,73.41,,chr12,57489190,57505145,STAT6
S2_dekker_et_al,chr12_57637240_57644970_STAC3,0.579755769842229,1,0.6,0.12,88,105.62,96.61,77.82,FALSE,5,0,9429,S2_dekker_et_al,73.41,,chr12,57637240,57644970,STAC3
S14_dekker_et_al,chr12_57853567_57866051_GLI1,0.0361355485602281,1,1.84,0.72,502,195.42,118.23,14.12,FALSE,5,0,9429,S14_dekker_et_al,73.41,,chr12,57853567,57866051,GLI1
S14_dekker_et_al,chr12_58162253_58165888_METTL1,0.161559933225966,1,-1.38,-0.16,517,550.69,613.71,271.15,FALSE,5,0,9429,S14_dekker_et_al,73.41,,chr12,58162253,58165888,METTL1
S16_dekker_et_al,chr12_62654139_62654235_MIR6125,0.858285774573001,1,0.25,0.04,84,91.33,88.89,102.9,FALSE,5,0,9429,S16_dekker_et_al,73.41,,chr12,62654139,62654235,MIR6125
S16_dekker_et_al,chr12_64173688_64203342_RXYLT1,0.152079803477296,1,-1.47,-0.16,630,717.07,799.53,257.5,FALSE,5,0,9429,S16_dekker_et_al,73.41,,chr12,64173688,64203342,RXYLT1
S14_dekker_et_al,chr12_69021013_69021155_SNORA70G,1,1,0.13,0,0,0,0.15,1000,FALSE,5,0,9429,S14_dekker_et_al,73.41,,chr12,69021013,69021155,SNORA70G
S2_dekker_et_al,chr12_75884642_75905389_KRR1,0.50371706727575,1,-0.65,-0.14,7044,8064.34,8881.94,56.58,FALSE,5,0,9429,S2_dekker_et_al,73.41,,chr12,75884642,75905389,KRR1
S18_dekker_et_al,chr12_77415030_77459349_E2F7,0.843930389826812,1,0.22,0.03,881,1430.6,1397.64,41.6,FALSE,5,0,9429,S18_dekker_et_al,73.41,,chr12,77415030,77459349,E2F7
S18_dekker_et_al,chr12_80167342_80329235_PPP1R12A,0.168948985445403,1,-1.38,-0.16,13122,13099.62,14605.48,172.53,FALSE,5,0,9429,S18_dekker_et_al,73.41,,chr12,80167342,80329235,PPP1R12A
S2_dekker_et_al,chr12_81471857_81654989_ACSS3,0.376733201875395,1,-0.86,-0.37,418,407.37,525.15,16.45,FALSE,5,0,9429,S2_dekker_et_al,73.41,,chr12,81471857,81654989,ACSS3
S4_dekker_et_al,chr12_88536083_88593664_TMTC3,0.665251973332148,1,0.45,0.05,3846,3321.78,3214.34,162.08,FALSE,5,0,9429,S4_dekker_et_al,73.41,,chr12,88536083,88593664,TMTC3
S2_dekker_et_al,chr12_93771700_93801922_NUDT4,0.924442171420894,1,-0.08,-0.02,4850,5258.43,5323.31,112.1,FALSE,5,0,9429,S2_dekker_et_al,73.41,,chr12,93771700,93801922,NUDT4
S18_dekker_et_al,chr12_94853778_94856346_CEP83-DT,0.726159754977716,1,0.54,0.22,8,10.68,9.03,16.12,FALSE,5,0,9429,S18_dekker_et_al,73.41,,chr12,94853778,94856346,CEP83-DT
S14_dekker_et_al,chr12_95470524_95611243_FGD6,0.593484338183811,1,0.55,0.12,686,530.41,486.48,31.36,FALSE,5,0,9429,S14_dekker_et_al,73.41,,chr12,95470524,95611243,FGD6
S10_dekker_et_al,chr12_100593864_100618202_ACTR6,0.493205834681606,1,-0.67,-0.06,806,931.01,971.49,418.67,FALSE,5,0,9429,S10_dekker_et_al,73.41,,chr12,100593864,100618202,ACTR6
S6_dekker_et_al,chr12_100660917_100735502_SCYL2,0.593054655112087,1,-0.52,-0.03,4126,3756.25,3846.01,610.78,FALSE,5,0,9429,S6_dekker_et_al,73.41,,chr12,100660917,100735502,SCYL2
S16_dekker_et_al,chr12_100967461_101022066_GAS2L3,0.323552072178098,1,0.97,0.15,536,824.46,741.69,99.21,FALSE,5,0,9429,S16_dekker_et_al,73.41,,chr12,100967461,101022066,GAS2L3
S14_dekker_et_al,chr12_101673882_101780396_UTP20,0.722291758465866,1,-0.34,-0.04,1682,1885.27,1931.45,284.45,FALSE,5,1,9429,S14_dekker_et_al,73.41,,chr12,101673882,101780396,UTP20
S8_dekker_et_al,chr12_102590236_102591611_PMCH,0.515177677132076,1,-0.69,-0.15,89,140.64,156.77,90.23,FALSE,5,0,9429,S8_dekker_et_al,73.41,,chr12,102590236,102591611,PMCH
S14_dekker_et_al,chr12_104166087_104235012_NT5DC3,0.402381332565678,1,0.85,0.19,725,886.69,779.52,37.64,FALSE,5,0,9429,S14_dekker_et_al,73.41,,chr12,104166087,104235012,NT5DC3
S18_dekker_et_al,chr12_106631658_106641798_CKAP4,0.493856491124766,1,-0.67,-0.07,39990,28636.58,30122.01,196.24,FALSE,5,0,9429,S18_dekker_et_al,73.41,,chr12,106631658,106641798,CKAP4
S14_dekker_et_al,chr12_107168459_107283094_RIC8B,0.328133991307948,1,-0.96,-0.08,731,838.8,888.41,513.94,FALSE,5,0,9429,S14_dekker_et_al,73.41,,chr12,107168459,107283094,RIC8B
S12_dekker_et_al,chr12_108681820_108733088_CMKLR1,0.552206450294447,1,0.63,0.37,529,181.74,140.37,1.38,FALSE,5,0,9429,S12_dekker_et_al,73.41,,chr12,108681820,108733088,CMKLR1
S14_dekker_et_al,chr12_108955238_108963160_ISCU,0.186902492646151,1,-1.32,-0.12,4020,3679.02,3990.5,297.88,FALSE,5,0,9429,S14_dekker_et_al,73.41,,chr12,108955238,108963160,ISCU
S14_dekker_et_al,chr12_108983626_108991860_TMEM119,0.604147472925586,1,-0.47,-0.17,18644,9250.56,10390.81,26.04,FALSE,5,1,9429,S14_dekker_et_al,73.41,,chr12,108983626,108991860,TMEM119
S12_dekker_et_al,chr12_110338078_110355874_TCHP,0.194190806148612,1,1.28,0.14,1666,2348.37,2131,188.07,FALSE,5,0,9429,S12_dekker_et_al,73.41,,chr12,110338078,110355874,TCHP
S18_dekker_et_al,chr12_110367608_110434173_GIT2,0.0123862201853932,1,-2.49,-0.16,3568,3444.02,3849.63,613.46,FALSE,5,0,9429,S18_dekker_et_al,73.41,,chr12,110367608,110434173,GIT2
S16_dekker_et_al,chr12_110562161_110656598_IFT81,0.351525701411582,1,-0.92,-0.11,1108,1177.17,1273.12,179.5,FALSE,5,0,9429,S16_dekker_et_al,73.41,,chr12,110562161,110656598,IFT81
S12_dekker_et_al,chr12_110890290_110906526_GPN3,0.700231140880219,1,-0.4,-0.04,647,884.33,906.64,440.22,FALSE,5,0,9429,S12_dekker_et_al,73.41,,chr12,110890290,110906526,GPN3
S12_dekker_et_al,chr12_112037301_112038059_ATXN2-AS,0.515339665094837,1,-0.57,-0.45,9,6.88,9.72,18.73,FALSE,5,0,9429,S12_dekker_et_al,73.41,,chr12,112037301,112038059,ATXN2-AS
S16_dekker_et_al,chr12_112237637_112237709_MIR6761,1,1,0.09,-0.02,0,0,0.15,1000,FALSE,5,0,9429,S16_dekker_et_al,73.41,,chr12,112237637,112237709,MIR6761
S18_dekker_et_al,chr12_112277570_112280809_MAPKAPK5-AS1,0.404399126905432,1,-0.78,-0.08,633,576.13,609.39,365.07,FALSE,5,0,9429,S18_dekker_et_al,73.41,,chr12,112277570,112280809,MAPKAPK5-AS1
S12_dekker_et_al,chr12_113659268_113736390_TPCN1,0.20504013947526,1,1.25,0.16,3518,2504.24,2234.96,118.71,FALSE,5,0,9429,S12_dekker_et_al,73.41,,chr12,113659268,113736390,TPCN1
S18_dekker_et_al,chr12_113860184_113876081_SDSL,0.813473551015235,1,0.27,0.04,462,460.37,447.1,50.14,FALSE,5,0,9429,S18_dekker_et_al,73.41,,chr12,113860184,113876081,SDSL
S6_dekker_et_al,chr12_117147975_117175874_C12orf49,0.364582274612002,1,0.91,0.08,2265,2299.43,2176.14,292.64,FALSE,5,0,9429,S6_dekker_et_al,73.41,,chr12,117147975,117175874,C12orf49
S14_dekker_et_al,chr12_117348754_117468953_FBXW8,0.907050536626548,1,-0.09,-0.02,2526,1929.88,1961.86,89.24,FALSE,5,1,9429,S14_dekker_et_al,73.41,,chr12,117348754,117468953,FBXW8
S4_dekker_et_al,chr12_118501397_118541816_VSIG10,0.504519101551149,1,0.69,0.08,860,1008.9,956.84,182.51,FALSE,5,0,9429,S4_dekker_et_al,73.41,,chr12,118501397,118541816,VSIG10
S2_dekker_et_al,chr12_120151438_120151529_MIR1178,0.785283251060869,1,0.41,0.08,36,38.11,36,391.26,FALSE,5,0,9429,S2_dekker_et_al,73.41,,chr12,120151438,120151529,MIR1178
S12_dekker_et_al,chr12_120740123_120751045_SIRT4,0.331731678051596,1,-0.98,-0.44,21,26.17,35.81,30.04,FALSE,5,0,9429,S12_dekker_et_al,73.41,,chr12,120740123,120751045,SIRT4
S16_dekker_et_al,chr12_121163628_121177811_ACADS,0.76693220994606,1,0.31,0.05,569,484.93,469.58,76.75,FALSE,5,0,9429,S16_dekker_et_al,73.41,,chr12,121163628,121177811,ACADS
S12_dekker_et_al,chr12_121416345_121440315_HNF1A,0.20212668458322,1,1.25,0.32,56,71.6,57.64,87.35,FALSE,5,0,9429,S12_dekker_et_al,73.41,,chr12,121416345,121440315,HNF1A
S4_dekker_et_al,chr12_122356497_122441825_WDR66,0.662183068157743,1,-0.39,-0.23,198,188.67,221.65,12.48,FALSE,5,0,9429,S4_dekker_et_al,73.41,,chr12,122356497,122441825,WDR66
S10_dekker_et_al,chr12_122988000_123011483_RSRC2,0.354028673718228,1,-0.94,-0.09,2774,3504.6,3727.5,262.04,FALSE,5,1,9429,S10_dekker_et_al,73.41,,chr12,122988000,123011483,RSRC2
S4_dekker_et_al,chr12_124069098_124083129_TMED2,0.970137814176292,1,-0.02,0,16071,15042.07,15071.11,507.41,FALSE,5,0,9429,S4_dekker_et_al,73.41,,chr12,124069098,124083129,TMED2
S6_dekker_et_al,chr12_124118285_124147151_GTF2H3,0.275632963965068,1,-1.1,-0.08,1844,2170.43,2293.15,522.54,FALSE,5,0,9429,S6_dekker_et_al,73.41,,chr12,124118285,124147151,GTF2H3
S8_dekker_et_al,chr12_124246847_124420267_DNAH10,0.656572667338443,1,-0.42,-0.28,633,323.89,394.47,8.78,FALSE,5,0,9429,S8_dekker_et_al,73.41,,chr12,124246847,124420267,DNAH10
S14_dekker_et_al,chr12_124420172_124457378_CCDC92,0.717753911679082,1,0.38,0.04,4825,3414.09,3320.05,152.29,FALSE,5,0,9429,S14_dekker_et_al,73.41,,chr12,124420172,124457378,CCDC92
S10_dekker_et_al,chr12_125424511_125424583_TRA-TGC4-1,1,1,-0.42,-0.4,1,0.66,1.02,1000,FALSE,5,0,9429,S10_dekker_et_al,73.41,,chr12,125424511,125424583,TRA-TGC4-1
S2_dekker_et_al,chr12_132621138_132628864_DDX51,0.924232254123833,1,-0.08,-0.03,1110,1132.33,1152.96,65.09,FALSE,5,0,9429,S2_dekker_et_al,73.41,,chr12,132621138,132628864,DDX51
S12_dekker_et_al,chr12_132629001_132637013_NOC4L,0.779394865391335,1,0.29,0.04,1057,959.39,934.76,98.51,FALSE,5,0,9429,S12_dekker_et_al,73.41,,chr12,132629001,132637013,NOC4L
S8_dekker_et_al,chr12_133158582_133158647_MIR6763,0.760230591143999,1,0.67,0.32,3,1.86,1.34,1000,FALSE,5,0,9429,S8_dekker_et_al,73.41,,chr12,133158582,133158647,MIR6763
S8_dekker_et_al,chr12_133707212_133736051_ZNF10,0.404183930880407,1,-0.86,-0.13,280,321.97,353.34,134.22,FALSE,5,0,9429,S8_dekker_et_al,73.41,,chr12,133707212,133736051,ZNF10
S18_dekker_et_al,chr13_21893174_21896242_GRK6P1,0.140209639649904,1,-1.71,-1.9,2,1.15,5.91,3.37,FALSE,5,0,9429,S18_dekker_et_al,73.41,,chr13,21893174,21896242,GRK6P1
S14_dekker_et_al,chr13_24304327_24463539_MIPEP,0.818072145556777,1,0.25,0.03,745,854.78,840.21,179.8,FALSE,5,0,9429,S14_dekker_et_al,73.41,,chr13,24304327,24463539,MIPEP
S18_dekker_et_al,chr13_29274216_29293150_SLC46A3,0.963965094084831,1,0.1,0,159,199.61,199.58,32.12,FALSE,5,0,9429,S18_dekker_et_al,73.41,,chr13,29274216,29293150,SLC46A3
S6_dekker_et_al,chr13_31456698_31457532_LINC00545,0.579764496734394,1,-0.35,-0.47,37,5.24,7.33,5.84,FALSE,5,0,9429,S6_dekker_et_al,73.41,,chr13,31456698,31457532,LINC00545
S6_dekker_et_al,chr13_38055600_38058921_LINC01048,0.402380441628338,1,-0.92,-1.36,8,1.82,5,1.97,FALSE,5,0,9429,S6_dekker_et_al,73.41,,chr13,38055600,38058921,LINC01048
S16_dekker_et_al,chr13_41363746_41386596_SLC25A15,0.816232236971732,1,0.26,0.03,797,889.31,868.98,88.9,FALSE,5,0,9429,S16_dekker_et_al,73.41,,chr13,41363746,41386596,SLC25A15
S12_dekker_et_al,chr13_41486022_41495910_SUGT1P3,0.925015821608272,1,0.18,0.02,50,47.77,47.02,26.13,FALSE,5,0,9429,S12_dekker_et_al,73.41,,chr13,41486022,41495910,SUGT1P3
S14_dekker_et_al,chr13_42142421_42142531_MIR5006,0.459826105349983,1,0.72,0.23,163,74.57,63.9,18.68,FALSE,5,0,9429,S14_dekker_et_al,73.41,,chr13,42142421,42142531,MIR5006
S12_dekker_et_al,chr13_45915479_45965618_TPT1-AS1,0.535159165254202,1,-0.59,-0.22,1750,1404.08,1640.87,21.18,FALSE,5,0,9429,S12_dekker_et_al,73.41,,chr13,45915479,45965618,TPT1-AS1
S14_dekker_et_al,chr13_48877882_49056026_RB1,0.353601964109849,1,0.93,0.09,3225,3858.39,3626.73,226.04,FALSE,5,0,9429,S14_dekker_et_al,73.41,,chr13,48877882,49056026,RB1
S2_dekker_et_al,chr13_49794473_49796513_MLNR,0.121851405911348,1,1.79,1.23,5,3.68,1.07,2,FALSE,5,0,9429,S2_dekker_et_al,73.41,,chr13,49794473,49796513,MLNR
S14_dekker_et_al,chr13_49882785_50018200_CAB39L,0.749159117529812,1,-0.3,-0.11,501,715.01,772.87,27.31,FALSE,5,0,9429,S14_dekker_et_al,73.41,,chr13,49882785,50018200,CAB39L
S12_dekker_et_al,chr13_50234809_50265623_EBPL,0.00472186258466038,1,-2.99,-0.84,439,351.62,629.86,31.04,FALSE,5,0,9429,S12_dekker_et_al,73.41,,chr13,50234809,50265623,EBPL
S14_dekker_et_al,chr13_51483813_51544596_RNASEH2B,0.702719505418751,1,0.4,0.05,831,1053.71,1015.44,101.71,FALSE,5,0,9429,S14_dekker_et_al,73.41,,chr13,51483813,51544596,RNASEH2B
S16_dekker_et_al,chr13_52027480_52028852_INTS6-AS1,0.332152270475837,1,0.81,0.3,42,37.59,30.49,42.43,FALSE,5,0,9429,S16_dekker_et_al,73.41,,chr13,52027480,52028852,INTS6-AS1
S10_dekker_et_al,chr13_52342128_52378299_DHRS12,0.621945377755676,1,-0.43,-0.09,280,225.91,239.66,114.87,FALSE,5,0,9429,S10_dekker_et_al,73.41,,chr13,52342128,52378299,DHRS12
S4_dekker_et_al,chr13_76194569_76434006_LMO7,0.468403628772455,1,-0.71,-0.14,38429,38590.79,42563.98,63.42,FALSE,5,0,9429,S4_dekker_et_al,73.41,,chr13,76194569,76434006,LMO7
S8_dekker_et_al,chr13_77454309_77460540_KCTD12,0.347326201052405,1,0.92,0.37,5346,4933.21,3807.44,9.52,FALSE,5,0,9429,S8_dekker_et_al,73.41,,chr13,77454309,77460540,KCTD12
S8_dekker_et_al,chr13_77579394_77601294_FBXL3,0.00620688821844551,1,2.66,0.21,4738,4306.84,3727.15,366.64,FALSE,5,0,9429,S8_dekker_et_al,73.41,,chr13,77579394,77601294,FBXL3
S10_dekker_et_al,chr13_77649648_77661911_MYCBP2-AS1,0.521831849911695,1,0.66,0.12,739,595.29,548.32,56.32,FALSE,5,0,9429,S10_dekker_et_al,73.41,,chr13,77649648,77661911,MYCBP2-AS1
S8_dekker_et_al,chr13_78628989_79191460_OBI1-AS1,0.781636802353539,1,0.31,0.03,537,704.58,690.22,250.38,FALSE,5,0,9429,S8_dekker_et_al,73.41,,chr13,78628989,79191460,OBI1-AS1
S18_dekker_et_al,chr13_80051498_80055366_NDFIP2-AS1,0.854368875980009,1,-0.14,-0.22,6,2.89,3.53,1000,FALSE,5,0,9429,S18_dekker_et_al,73.41,,chr13,80051498,80055366,NDFIP2-AS1
S2_dekker_et_al,chr13_80910110_80915261_SPRY2,0.0681742423493821,1,-1.89,-0.53,994,1390.79,2003.98,30.78,FALSE,5,0,9429,S2_dekker_et_al,73.41,,chr13,80910110,80915261,SPRY2
S10_dekker_et_al,chr13_88324869_88331871_SLITRK5,0.862218682710485,1,0.17,-0.32,6,2.47,3.08,0.66,FALSE,5,0,9429,S10_dekker_et_al,73.41,,chr13,88324869,88331871,SLITRK5
S12_dekker_et_al,chr13_94470676_94510726_GPC6-AS2,0.459647440888045,1,0.72,0.23,700,279.71,237.89,16.31,FALSE,5,0,9429,S12_dekker_et_al,73.41,,chr13,94470676,94510726,GPC6-AS2
S2_dekker_et_al,chr13_96230455_96296960_DZIP1,0.985518729254119,1,0,-0.01,2425,2547.27,2559.46,116.78,FALSE,5,0,9429,S2_dekker_et_al,73.41,,chr13,96230455,96296960,DZIP1
S12_dekker_et_al,chr13_96329392_96447242_DNAJC3,0.222010420574577,1,-1.23,-0.11,4283,4263.28,4604,283.38,FALSE,5,0,9429,S12_dekker_et_al,73.41,,chr13,96329392,96447242,DNAJC3
S10_dekker_et_al,chr13_98605928_98676550_IPO5,0.68145594644527,1,0.42,0.04,30894,26729.97,26066.97,244.94,FALSE,5,0,9429,S10_dekker_et_al,73.41,,chr13,98605928,98676550,IPO5
S18_dekker_et_al,chr13_99853107_100038758_UBAC2,0.336081692432536,1,-0.95,-0.1,2374,2449.36,2628.91,215.68,FALSE,5,0,9429,S18_dekker_et_al,73.41,,chr13,99853107,100038758,UBAC2
S10_dekker_et_al,chr13_101706127_102068859_NALCN,0.717641991390119,1,0.41,0.11,465,364.57,337.2,12.65,FALSE,5,0,9429,S10_dekker_et_al,73.41,,chr13,101706127,102068859,NALCN
S2_dekker_et_al,chr13_103451468_103493883_BIVM,0.868421162690066,1,0.19,0.01,2033,2375.01,2351.47,281.23,FALSE,5,0,9429,S2_dekker_et_al,73.41,,chr13,103451468,103493883,BIVM
S2_dekker_et_al,chr13_109816252_109819651_MYO16-AS1,0.719012847273487,1,-0.56,-0.85,2,1.35,2.96,2.19,FALSE,5,0,9429,S2_dekker_et_al,73.41,,chr13,109816252,109819651,MYO16-AS1
S6_dekker_et_al,chr13_111108743_111115634_COL4A2-AS2,0.191620507224692,1,1.27,0.39,16180,7262.41,5529.99,18.46,FALSE,5,0,9429,S6_dekker_et_al,73.41,,chr13,111108743,111115634,COL4A2-AS2
S14_dekker_et_al,chr13_114110133_114145026_DCUN1D2,0.858201875493647,1,-0.18,-0.02,621,733.14,745.15,234.68,FALSE,5,0,9429,S14_dekker_et_al,73.41,,chr13,114110133,114145026,DCUN1D2
S4_dekker_et_al,chr13_114629486_114631964_LINC00565,0.296944359487753,1,-1.05,-0.39,181,170.74,224.28,20.57,FALSE,5,0,9429,S4_dekker_et_al,73.41,,chr13,114629486,114631964,LINC00565
S6_dekker_et_al,chr13_115009979_115010036_MIR548AR,0.506627947675025,1,-0.93,-0.54,5,7.3,11.19,28.6,FALSE,5,0,9429,S6_dekker_et_al,73.41,,chr13,115009979,115010036,MIR548AR
S10_dekker_et_al,chr14_20811772_20826063_PARP2,0.602931519600853,1,-0.53,-0.06,847,1266.33,1321.27,207.45,FALSE,5,0,9429,S10_dekker_et_al,73.41,,chr14,20811772,20826063,PARP2
S16_dekker_et_al,chr14_21152335_21162345_ANG,0.983990502766165,1,0.05,0,640,484.91,485.31,83.16,FALSE,5,0,9429,S16_dekker_et_al,73.41,,chr14,21152335,21162345,ANG
S12_dekker_et_al,chr14_21819634_21852178_SUPT16H,0.381894290929854,1,-0.86,-0.04,8051,9650.85,9941.31,995.07,FALSE,5,0,9429,S12_dekker_et_al,73.41,,chr14,21819634,21852178,SUPT16H
S4_dekker_et_al,chr14_21927178_21945118_RAB2B,0.894319585697753,1,0.16,0.01,1240,1170.93,1160.87,285.46,FALSE,5,0,9429,S4_dekker_et_al,73.41,,chr14,21927178,21945118,RAB2B
S10_dekker_et_al,chr14_23299095_23304246_MRPL52,0.39537288983511,1,0.87,0.11,832,929.41,863.54,150.34,FALSE,5,0,9429,S10_dekker_et_al,73.41,,chr14,23299095,23304246,MRPL52
S6_dekker_et_al,chr14_23305793_23316967_MMP14,0.449995844565033,1,0.77,0.11,104232,80353.88,74473.17,89.2,FALSE,5,0,9429,S6_dekker_et_al,73.41,,chr14,23305793,23316967,MMP14
S18_dekker_et_al,chr14_23362412_23388358_RBM23,0.476709018866605,1,-0.69,-0.06,3121,2734.33,2848.12,365.97,FALSE,5,0,9429,S18_dekker_et_al,73.41,,chr14,23362412,23388358,RBM23
S12_dekker_et_al,chr14_23389737_23398585_PRMT5,0.00104767078737231,1,-3.26,-0.2,2990,3095.12,3550.73,731.86,FALSE,5,0,9429,S12_dekker_et_al,73.41,,chr14,23389737,23398585,PRMT5
S4_dekker_et_al,chr14_23398817_23423901_LOC101926933,0.120487473337475,1,1.53,0.22,863,967.04,828.68,105.55,FALSE,5,0,9429,S4_dekker_et_al,73.41,,chr14,23398817,23423901,LOC101926933
S14_dekker_et_al,chr14_24028775_24037000_AP1G2,0.769096839139103,1,-0.27,-0.07,1166,1116.65,1175.26,47.56,FALSE,5,0,9429,S14_dekker_et_al,73.41,,chr14,24028775,24037000,AP1G2
S14_dekker_et_al,chr14_24701827_24708448_GMPR2,0.768204533411975,1,-0.27,-0.03,2605,2269.46,2323.96,200.7,FALSE,5,2,9429,S14_dekker_et_al,73.41,,chr14,24701827,24708448,GMPR2
S2_dekker_et_al,chr14_24734743_24740833_RABGGTA,0.182150991002116,1,-1.25,-0.13,1242,1025.2,1120.15,294.86,FALSE,5,0,9429,S2_dekker_et_al,73.41,,chr14,24734743,24740833,RABGGTA
S2_dekker_et_al,chr14_24898491_24911049_KHNYN,0.540110150944685,1,0.62,0.04,6529,5492.21,5339.01,497.08,FALSE,5,0,9429,S2_dekker_et_al,73.41,,chr14,24898491,24911049,KHNYN
S4_dekker_et_al,chr14_24908971_24912111_SDR39U1,0.84636548743649,1,0.2,0.01,1993,1672.35,1657.55,554.09,FALSE,5,0,9429,S4_dekker_et_al,73.41,,chr14,24908971,24912111,SDR39U1
S16_dekker_et_al,chr14_24912158_24971403_LOC101927045,0.394522067444262,1,-0.8,-0.37,236,230.81,297.73,15.84,FALSE,5,0,9429,S16_dekker_et_al,73.41,,chr14,24912158,24971403,LOC101927045
S10_dekker_et_al,chr14_31363009_31495585_STRN3,0.0893935823753859,1,1.64,0.14,2416,2311.42,2093.62,323.4,FALSE,5,0,9429,S10_dekker_et_al,73.41,,chr14,31363009,31495585,STRN3
S12_dekker_et_al,chr14_31760993_31889756_HEATR5A,0.770771032346786,1,0.31,0.03,4218,3631.53,3554.85,169.13,FALSE,5,0,9429,S12_dekker_et_al,73.41,,chr14,31760993,31889756,HEATR5A
S2_dekker_et_al,chr14_32030609_32330430_NUBPL,0.792830170540409,1,0.29,0.04,588,598.96,582.45,76.86,FALSE,5,0,9429,S2_dekker_et_al,73.41,,chr14,32030609,32330430,NUBPL
S8_dekker_et_al,chr14_32671250_32671357_RNU6-7,1,1,0.15,0,0,0,0.03,1000,FALSE,5,0,9429,S8_dekker_et_al,73.41,,chr14,32671250,32671357,RNU6-7
S14_dekker_et_al,chr14_34985134_35008943_EAPP,0.579689660613102,1,0.56,0.04,1460,1332.08,1295.48,557.02,FALSE,5,0,9429,S14_dekker_et_al,73.41,,chr14,34985134,35008943,EAPP
